# {"analyzer":"word","feature_count":5174,"format":"armorer_native_linear_tfidf_v1","intercepts":[-1.3641994678549927,-2.5786270743866337,-2.009297181560698,-2.679952608031897,-2.2421035257413657,-2.0937376794786706],"labels":["prompt_injection","system_prompt_extraction","data_exfiltration","sensitive_data_request","safety_bypass","destructive_command"],"lowercase":true,"model_name":"word-sgd-native-v1","ngram_range":[1,2],"norm":"l2","smooth_idf":true,"source_model":"models/semantic_experiments/word-sgd-onnx-t014/semantic_classifier.joblib","sublinear_tf":false,"threshold":0.8,"token_pattern":"(?u)\\b\\w\\w+\\b","use_idf":true}
# term	idf	coef_prompt_injection	coef_system_prompt_extraction	coef_data_exfiltration	coef_sensitive_data_request	coef_safety_bypass	coef_destructive_command
agent_note draft	7.84534781885	-0.0452112350504	-0.0368979078246	-0.0306166200599	-0.0213910992374	-0.037009311432	-0.0304442482962
agent_note drop	7.43988271075	-0.119518652473	-0.0618370331694	-0.0562842939946	-0.157572187045	-0.0878026819947	0.868167398287
agent_note echo	8.06849137017	-0.0299144553051	-0.0262864987614	-0.0787012566284	0.209044570891	-0.0304421407955	-0.0489400716185
agent_note encode	7.84534781885	-0.0317219882435	-0.0523645456972	0.249748882941	-0.0611142807919	-0.0494427731747	-0.0646273448569
agent_note erase	8.35617344262	-0.0285938834716	-0.0225743466411	-0.0246303969008	-0.0270256911128	-0.0477731522056	0.0905110432063
agent_note explain	7.15220063829	-0.0496986682441	-0.0657676937424	-0.0761818478637	-0.195288933709	-0.0959022828945	-0.0983638552059
agent_note forward	8.53849499941	-0.00848945641365	-0.0131717031312	0.0768623530802	-0.0213380105177	-0.0168688741268	-0.0261607635645
agent_note help	7.95070833451	-0.0423091806192	-0.0340134120758	-0.0447192386325	-0.0363585978505	-0.0751706707762	-0.0598069877218
agent_note list	8.35617344262	-0.0133059800001	-0.0399864809964	-0.0315820089364	0.119493318928	-0.0196560885232	-0.022241021133
agent_note lower	7.95070833451	-0.0559566795927	-0.116263390808	-0.0495468940058	-0.0746856668719	0.612467893248	-0.0427471348267
agent_note mark	7.75003763905	-0.131442836431	-0.0703567255666	-0.0705658956307	-0.0965448512458	0.265633844836	-0.11935174926
agent_note print	6.9698790815	-0.0816353077658	0.176036031627	-0.0942997732048	0.730969983575	-0.128062275053	-0.203313549467
agent_note purge	9.04932062318	-0.00739850937535	-0.0164966660726	-0.0093972586138	-0.124437062525	-0.0154980834643	0.108576527459
agent_note quote	7.84534781885	-0.0699066644118	0.304535457265	-0.0379392971899	-0.104082265846	-0.0482966786417	-0.0618226449299
agent_note recover	7.95070833451	-0.048248838731	0.227304581583	-0.0397830303403	-0.0383582260461	-0.0575491277959	-0.068520792304
agent_note remove	7.50887558223	-0.0502451730509	-0.0979549724851	-0.0854615071882	-0.0854666935094	-0.0766380767792	0.54248913609
agent_note replace	9.04932062318	0.121040862645	-0.0158079059272	-0.00854792729255	-0.0138245580404	-0.0112506469286	-0.0111682831912
agent_note return	8.06849137017	-0.0465034070005	-0.175414596629	-0.139253455935	0.484049441213	-0.148597360725	-0.0418643021783
